id,name,phone,email,domain,address,city,zip,country
559,Topicshots,424-174-1240,contact@topicshots.com,Health Care,58208 Northridge Avenue,Lille,59000,France
560,Mynte,696-952-5168,contact@mynte.com,Consumer Durables,85 Sunnyside Junction,Paris,75000,France
561,Yacero,758-914-9171,contact@yacero.com,Health Care,5376 Kingsford Avenue,Nantes,44000,France
562,Dynabox,274-269-4459,contact@dynabox.com,Consumer Services,867 Sutteridge Lane,Paris,75000,France
563,Babbleblab,529-403-5577,contact@babbleblab.com,Finance,77533 Milwaukee Trail,Lille,59000,France
564,Dabvine,472-857-5406,contact@dabvine.com,Health Care,5 Maple Trail,Lille,59000,France
565,Riffwire,826-724-1600,contact@riffwire.com,Public Utilities,3 Golden Leaf Plaza,Lille,59000,France
566,Quinu,679-195-1757,contact@quinu.com,Technology,5 Carioca Plaza,Rennes,35000,France
567,Buzzdog,534-642-0878,contact@buzzdog.com,Health Care,6 Rieder Avenue,Paris,75000,France
568,Skyvu,929-779-1912,contact@skyvu.com,Capital Goods,61 Maple Plaza,Rennes,35000,France
569,Twitterbridge,146-685-0352,contact@twitterbridge.com,Energy,414 Bartelt Drive,Paris,75000,France
570,Flipstorm,214-484-0167,contact@flipstorm.com,Transportation,45 Weeping Birch Trail,Paris,75000,France
571,Ailane,828-103-3214,contact@ailane.com,Miscellaneous,678 Shopko Point,Rennes,35000,France
572,Wikido,548-606-9009,contact@wikido.com,Finance,97 Eagle Crest Terrace,Paris,75000,France
573,Lazzy,355-558-7980,contact@lazzy.com,Health Care,7419 Fisk Road,Rennes,35000,France
574,Mybuzz,763-182-4227,contact@mybuzz.com,Technology,088 Maryland Plaza,Nantes,44000,France
575,Mynte,995-850-9578,contact@mynte.com,Health Care,78 Hansons Circle,Nantes,44000,France
576,Thoughtmix,598-359-4626,contact@thoughtmix.com,Finance,246 Fairfield Trail,Lille,59000,France
577,Twimbo,553-531-1014,contact@twimbo.com,Consumer Services,3 Mockingbird Point,Nantes,44000,France
578,Quire,458-808-1958,contact@quire.com,Health Care,523 Manitowish Terrace,Paris,75000,France
579,Voonder,739-972-2555,contact@voonder.com,Consumer Services,0594 Eagan Lane,Lille,59000,France
580,Kaymbo,645-994-4738,contact@kaymbo.com,n/a,87 Division Park,Nantes,44000,France
581,Avamba,839-494-8065,contact@avamba.com,Finance,41 Maryland Drive,Rennes,35000,France
582,Tazz,524-927-6499,contact@tazz.com,n/a,97014 Lake View Trail,Lille,59000,France
583,Gigabox,741-456-5299,contact@gigabox.com,n/a,9396 Twin Pines Park,Lille,59000,France
584,Jabberbean,710-868-9427,contact@jabberbean.com,Technology,88 Swallow Pass,Lille,59000,France
585,Mynte,901-622-6708,contact@mynte.com,Basic Industries,13726 Upham Center,Lille,59000,France
586,Photofeed,264-196-7293,contact@photofeed.com,n/a,627 Arrowood Hill,Paris,75000,France
587,Tagchat,257-916-4332,contact@tagchat.com,Health Care,69 Birchwood Plaza,Rennes,35000,France
588,Kamba,964-695-3749,contact@kamba.com,n/a,15 David Court,Paris,75000,France
589,Myworks,841-290-3913,contact@myworks.com,Public Utilities,87382 Badeau Terrace,Lille,59000,France
590,Browseblab,800-743-9301,contact@browseblab.com,Consumer Services,0 Anhalt Parkway,Nantes,44000,France
591,Thoughtsphere,640-893-1474,contact@thoughtsphere.com,n/a,7086 Morning Plaza,Paris,75000,France
592,Talane,405-569-7826,contact@talane.com,n/a,30721 Mayfield Street,Rennes,35000,France
593,Yambee,507-214-6447,contact@yambee.com,Health Care,499 Summer Ridge Point,Nantes,44000,France
594,Pixonyx,467-291-0553,contact@pixonyx.com,Transportation,1 Nova Drive,Nantes,44000,France
595,Jazzy,120-867-8422,contact@jazzy.com,Energy,482 Doe Crossing Lane,Rennes,35000,France
596,Avavee,315-260-2403,contact@avavee.com,Technology,099 Schmedeman Center,Paris,75000,France
597,Zava,356-657-2740,contact@zava.com,Finance,8 Johnson Terrace,Paris,75000,France
598,Skyvu,402-215-5785,contact@skyvu.com,Technology,7 Ludington Parkway,Lille,59000,France
599,Eidel,523-304-4004,contact@eidel.com,Technology,44 Talisman Trail,Nantes,44000,France
600,Zoozzy,397-882-1121,contact@zoozzy.com,Technology,6946 Ridgeview Junction,Paris,75000,France
601,Jabberbean,509-390-7795,contact@jabberbean.com,Energy,5717 Rowland Way,Rennes,35000,France
602,Buzzbean,294-297-9281,contact@buzzbean.com,Technology,148 6th Avenue,Paris,75000,France
603,Youfeed,894-819-2865,contact@youfeed.com,n/a,609 Hoard Way,Nantes,44000,France
604,Avamm,467-364-7832,contact@avamm.com,Health Care,5988 Raven Park,Paris,75000,France
605,Roodel,810-959-9765,contact@roodel.com,Transportation,98709 Pearson Terrace,Rennes,35000,France
606,Photojam,316-973-5454,contact@photojam.com,Finance,786 Dakota Way,Rennes,35000,France
607,Gigabox,925-683-1701,contact@gigabox.com,Technology,2582 Blackbird Court,Rennes,35000,France
608,Trudeo,489-424-9049,contact@trudeo.com,n/a,3226 Thompson Hill,Paris,75000,France
609,Blogspan,471-939-6013,contact@blogspan.com,Transportation,8 Fremont Center,Paris,75000,France
610,Quire,867-706-7592,contact@quire.com,n/a,127 Bobwhite Park,Paris,75000,France
611,Realpoint,142-644-1019,contact@realpoint.com,n/a,2010 Laurel Terrace,Rennes,35000,France
612,Jaxbean,834-339-6457,contact@jaxbean.com,Capital Goods,4 Bunker Hill Pass,Paris,75000,France
613,Meedoo,397-161-9502,contact@meedoo.com,Finance,49039 Graceland Center,Rennes,35000,France
614,Trilia,212-337-9444,contact@trilia.com,Consumer Services,00713 Everett Plaza,Rennes,35000,France
615,Vitz,690-798-4123,contact@vitz.com,Technology,18 Union Street,Lille,59000,France
616,Blogtag,186-730-8173,contact@blogtag.com,Basic Industries,014 Tony Drive,Lille,59000,France
617,Katz,839-103-9832,contact@katz.com,Health Care,25 Aberg Point,Lille,59000,France
618,Realfire,277-422-6832,contact@realfire.com,Consumer Services,24658 Thackeray Alley,Paris,75000,France
619,Mycat,327-872-9367,contact@mycat.com,n/a,2210 Scoville Park,Nantes,44000,France
620,Twitterlist,256-649-1096,contact@twitterlist.com,Technology,8677 Vidon Drive,Rennes,35000,France
621,Riffpedia,686-597-7058,contact@riffpedia.com,Energy,55407 Warbler Junction,Paris,75000,France
622,Mymm,365-997-0235,contact@mymm.com,Finance,8 Texas Terrace,Paris,75000,France
623,Photobug,547-841-3870,contact@photobug.com,Consumer Services,33 Bonner Court,Nantes,44000,France
624,Plajo,315-961-1584,contact@plajo.com,Finance,6464 Butternut Crossing,Paris,75000,France
625,Quaxo,279-971-7492,contact@quaxo.com,n/a,72948 Kennedy Park,Paris,75000,France
626,Brightbean,776-213-5376,contact@brightbean.com,Transportation,2 Sloan Drive,Paris,75000,France
627,Wordify,987-280-7602,contact@wordify.com,Finance,21 Esch Hill,Lille,59000,France
628,Rhynyx,273-699-1885,contact@rhynyx.com,Consumer Services,10 Pond Crossing,Rennes,35000,France
629,Skalith,742-571-5885,contact@skalith.com,Consumer Services,34 Hanover Plaza,Paris,75000,France
630,Kazio,989-200-4614,contact@kazio.com,Consumer Services,51004 Saint Paul Crossing,Lille,59000,France
631,Flipbug,314-850-4974,contact@flipbug.com,Technology,61885 Johnson Road,Lille,59000,France
632,Cogilith,359-219-3359,contact@cogilith.com,Consumer Services,2 David Road,Paris,75000,France
633,Podcat,711-660-1732,contact@podcat.com,Capital Goods,79 Corben Road,Paris,75000,France
634,Twimm,906-663-9170,contact@twimm.com,Transportation,2 Merry Junction,Nantes,44000,France
635,Divape,190-152-2558,contact@divape.com,Basic Industries,0 Shelley Road,Lille,59000,France
636,Brightbean,281-978-5206,contact@brightbean.com,Health Care,894 Declaration Avenue,Rennes,35000,France
637,Edgewire,359-813-1272,contact@edgewire.com,Miscellaneous,8009 Lukken Pass,Nantes,44000,France
638,Trudeo,343-335-1306,contact@trudeo.com,Technology,29 Leroy Trail,Rennes,35000,France
639,Gabvine,695-525-9174,contact@gabvine.com,Miscellaneous,362 Monterey Way,Paris,75000,France
640,Trilia,383-792-0277,contact@trilia.com,n/a,39890 Aberg Terrace,Nantes,44000,France
641,Gigashots,252-870-2192,contact@gigashots.com,n/a,8 Southridge Road,Paris,75000,France
642,Yodel,490-264-6107,contact@yodel.com,Finance,43097 Corry Alley,Nantes,44000,France
643,Flipstorm,972-726-8807,contact@flipstorm.com,Public Utilities,334 Hanson Road,Nantes,44000,France
644,Edgeify,342-389-7685,contact@edgeify.com,Basic Industries,0 Fuller Lane,Rennes,35000,France
645,Yodo,930-779-1154,contact@yodo.com,n/a,368 Gerald Court,Rennes,35000,France
646,Dabvine,796-288-5345,contact@dabvine.com,Finance,10 Morrow Crossing,Paris,75000,France
647,Bubbletube,234-986-1933,contact@bubbletube.com,Health Care,4510 Merchant Court,Lille,59000,France
648,Mydo,247-572-1412,contact@mydo.com,Technology,8561 Fremont Way,Rennes,35000,France
649,Jaxworks,759-545-3002,contact@jaxworks.com,Energy,5313 Pearson Lane,Lille,59000,France
650,Voonix,119-761-8250,contact@voonix.com,Finance,9 Anniversary Terrace,Rennes,35000,France
651,Camido,272-812-5002,contact@camido.com,n/a,411 Carberry Court,Lille,59000,France
652,Mybuzz,281-874-9699,contact@mybuzz.com,Technology,95 Northport Center,Nantes,44000,France
653,Gigabox,151-574-8595,contact@gigabox.com,Technology,45504 Dunning Hill,Lille,59000,France
654,Eayo,277-940-7241,contact@eayo.com,Energy,54 Susan Drive,Lille,59000,France
655,Tagfeed,428-206-3137,contact@tagfeed.com,Transportation,65 Melrose Avenue,Nantes,44000,France
656,Avamba,591-151-8174,contact@avamba.com,n/a,87 Quincy Crossing,Nantes,44000,France
657,Dabvine,935-911-5229,contact@dabvine.com,Finance,14574 Bayside Street,Rennes,35000,France
658,Edgeify,374-999-0004,contact@edgeify.com,Basic Industries,725 Fairview Parkway,Paris,75000,France
659,Lajo,558-936-2909,contact@lajo.com,Finance,0333 Tennessee Terrace,Lille,59000,France
660,Skyvu,492-704-1230,contact@skyvu.com,n/a,7 Pawling Court,Nantes,44000,France
661,Tazz,141-241-6898,contact@tazz.com,n/a,1 Bobwhite Circle,Lille,59000,France
662,Avavee,411-916-5898,contact@avavee.com,Consumer Services,71254 Rusk Hill,Nantes,44000,France
663,Dabvine,410-901-4172,contact@dabvine.com,n/a,6116 Hanson Point,Lille,59000,France
664,Kayveo,335-448-8118,contact@kayveo.com,Consumer Non-Durables,71 Spenser Parkway,Lille,59000,France
665,Photojam,446-210-7485,contact@photojam.com,n/a,7519 Pearson Lane,Rennes,35000,France
666,Kare,778-348-8789,contact@kare.com,Basic Industries,146 Golf Court,Nantes,44000,France
667,Omba,516-214-0929,contact@omba.com,Basic Industries,3 Magdeline Pass,Paris,75000,France
668,Yamia,345-553-2636,contact@yamia.com,Finance,7734 Burning Wood Drive,Rennes,35000,France
669,Layo,280-912-3212,contact@layo.com,Capital Goods,6032 Superior Street,Nantes,44000,France
670,Camimbo,228-483-5067,contact@camimbo.com,Energy,715 Warrior Drive,Rennes,35000,France
671,Jaxnation,422-543-5721,contact@jaxnation.com,Consumer Durables,07 Corscot Street,Paris,75000,France
672,Avavee,979-561-1159,contact@avavee.com,Finance,0 Hollow Ridge Point,Paris,75000,France
673,Zoomzone,392-897-7347,contact@zoomzone.com,Finance,584 Gateway Drive,Lille,59000,France
674,Devpoint,756-211-8699,contact@devpoint.com,Finance,913 Mifflin Road,Nantes,44000,France
675,Thoughtsphere,804-789-0587,contact@thoughtsphere.com,Capital Goods,2742 Schiller Lane,Rennes,35000,France
676,Rhynyx,668-395-1951,contact@rhynyx.com,Consumer Services,23567 Jay Park,Lille,59000,France
677,Quinu,819-102-3406,contact@quinu.com,Technology,8 Stoughton Way,Lille,59000,France
678,Gabvine,899-736-9243,contact@gabvine.com,n/a,84426 Sachtjen Avenue,Lille,59000,France
679,Flipopia,102-663-4422,contact@flipopia.com,Finance,7 Maryland Plaza,Nantes,44000,France
680,Camimbo,958-981-7404,contact@camimbo.com,Finance,3 Lyons Plaza,Lille,59000,France
681,Gabtype,490-417-7252,contact@gabtype.com,Capital Goods,0866 Eggendart Trail,Nantes,44000,France
682,Thoughtblab,662-397-7707,contact@thoughtblab.com,Consumer Services,589 Goodland Park,Rennes,35000,France
683,Eazzy,241-931-2513,contact@eazzy.com,n/a,03723 Northridge Point,Nantes,44000,France
684,Pixope,978-814-7566,contact@pixope.com,Health Care,03008 Florence Drive,Paris,75000,France
685,Muxo,768-811-9884,contact@muxo.com,Finance,72068 Toban Center,Lille,59000,France
686,Eazzy,865-262-4581,contact@eazzy.com,n/a,3725 Di Loreto Road,Nantes,44000,France
687,Babblestorm,903-858-4156,contact@babblestorm.com,Technology,9491 Comanche Drive,Nantes,44000,France
688,Youfeed,324-727-0894,contact@youfeed.com,Health Care,7 Tomscot Court,Paris,75000,France
689,Flashpoint,232-890-3314,contact@flashpoint.com,Capital Goods,414 Stephen Court,Nantes,44000,France
690,Minyx,930-307-9268,contact@minyx.com,Finance,47 Spenser Way,Lille,59000,France
691,Browsedrive,751-611-0771,contact@browsedrive.com,Capital Goods,9222 Almo Drive,Nantes,44000,France
692,Gabtype,400-767-6583,contact@gabtype.com,n/a,5 Chinook Crossing,Nantes,44000,France
693,Kanoodle,581-612-8670,contact@kanoodle.com,n/a,483 Carpenter Lane,Paris,75000,France
694,Meezzy,985-988-7345,contact@meezzy.com,Finance,1259 Spenser Road,Nantes,44000,France
695,Aivee,397-487-3248,contact@aivee.com,Health Care,5040 Ridge Oak Lane,Rennes,35000,France
696,Rooxo,272-202-9364,contact@rooxo.com,n/a,60 Glacier Hill Point,Nantes,44000,France
697,Tavu,632-742-9110,contact@tavu.com,Energy,43 Beilfuss Trail,Rennes,35000,France
698,Quimm,493-350-7773,contact@quimm.com,Consumer Durables,98 Shasta Plaza,Lille,59000,France
699,Tagtune,174-543-6317,contact@tagtune.com,Health Care,6760 Warner Road,Paris,75000,France
700,Plambee,641-476-4467,contact@plambee.com,Finance,8 Hauk Court,Lille,59000,France
701,Eamia,248-557-3970,contact@eamia.com,Capital Goods,5 Troy Park,Nantes,44000,France
702,Youspan,519-916-5886,contact@youspan.com,Consumer Non-Durables,90949 Lukken Crossing,Paris,75000,France
703,Dabvine,352-625-5666,contact@dabvine.com,Transportation,1813 Elgar Parkway,Lille,59000,France
704,Skinte,883-678-0212,contact@skinte.com,n/a,6 Farmco Avenue,Rennes,35000,France
705,Kayveo,585-413-5531,contact@kayveo.com,Technology,278 Manley Parkway,Rennes,35000,France
706,Aimbo,131-290-5650,contact@aimbo.com,n/a,3 Corry Way,Rennes,35000,France
707,Yata,533-841-6770,contact@yata.com,Miscellaneous,44882 Sugar Point,Lille,59000,France
708,Muxo,821-884-1707,contact@muxo.com,Public Utilities,1 Rieder Street,Rennes,35000,France
709,Trudeo,945-516-1190,contact@trudeo.com,Consumer Services,6 Milwaukee Trail,Paris,75000,France
710,Skivee,579-795-3504,contact@skivee.com,Capital Goods,50 Golf Plaza,Lille,59000,France
711,Oyoyo,135-725-6400,contact@oyoyo.com,n/a,7488 Hoepker Parkway,Paris,75000,France
712,Rhybox,796-652-8699,contact@rhybox.com,Health Care,80853 Waxwing Center,Lille,59000,France
713,Photofeed,242-311-8799,contact@photofeed.com,n/a,85 Derek Alley,Lille,59000,France
714,Gabvine,951-446-0077,contact@gabvine.com,Health Care,5 Roxbury Drive,Paris,75000,France
715,Zoomcast,510-634-8016,contact@zoomcast.com,Consumer Non-Durables,13012 Merchant Circle,Nantes,44000,France
716,Topdrive,947-786-9858,contact@topdrive.com,Health Care,059 Southridge Junction,Rennes,35000,France
717,Katz,314-241-9885,contact@katz.com,Consumer Services,69 Darwin Alley,Paris,75000,France
718,Voolia,475-550-5941,contact@voolia.com,Finance,1 Hudson Trail,Rennes,35000,France
719,Yakijo,495-402-6629,contact@yakijo.com,Health Care,661 Valley Edge Hill,Rennes,35000,France
720,Youtags,908-208-8021,contact@youtags.com,Consumer Services,11298 Meadow Vale Point,Lille,59000,France
721,Zazio,772-988-9832,contact@zazio.com,Health Care,14 Southridge Trail,Lille,59000,France
722,Edgetag,904-443-0742,contact@edgetag.com,n/a,70 Forest Run Terrace,Nantes,44000,France
723,Trunyx,460-841-1129,contact@trunyx.com,Technology,84387 Kingsford Park,Lille,59000,France
724,Kazu,181-362-4513,contact@kazu.com,Consumer Non-Durables,718 Jana Place,Paris,75000,France
725,Twitternation,357-559-5445,contact@twitternation.com,Consumer Services,384 Summit Lane,Nantes,44000,France
726,Oyoyo,989-764-6798,contact@oyoyo.com,Finance,167 Lawn Avenue,Nantes,44000,France
727,Blogspan,889-993-8367,contact@blogspan.com,Public Utilities,4 Columbus Park,Paris,75000,France
728,Youbridge,235-565-0628,contact@youbridge.com,n/a,2424 Graceland Point,Rennes,35000,France
729,Jamia,691-775-7130,contact@jamia.com,n/a,440 Brickson Park Pass,Paris,75000,France
730,Youspan,213-664-6349,contact@youspan.com,Technology,134 Goodland Road,Paris,75000,France
731,Skibox,527-908-1993,contact@skibox.com,Capital Goods,2 Erie Alley,Paris,75000,France
732,Meezzy,681-387-9898,contact@meezzy.com,Consumer Services,4 Dunning Terrace,Rennes,35000,France
733,Pixope,696-903-2350,contact@pixope.com,Capital Goods,239 Harbort Plaza,Lille,59000,France
734,Jaxworks,788-395-0320,contact@jaxworks.com,n/a,0769 Bellgrove Avenue,Lille,59000,France
735,Agimba,312-641-9362,contact@agimba.com,Capital Goods,7700 Welch Junction,Lille,59000,France
736,Tanoodle,752-822-5502,contact@tanoodle.com,Basic Industries,1 Texas Pass,Nantes,44000,France
737,Realfire,408-494-9964,contact@realfire.com,Consumer Non-Durables,9 Charing Cross Alley,Nantes,44000,France
738,Jabbercube,684-988-1591,contact@jabbercube.com,n/a,7126 Daystar Court,Nantes,44000,France
739,Tagpad,799-369-8975,contact@tagpad.com,Transportation,775 Fisk Court,Nantes,44000,France
740,Voonder,673-445-0141,contact@voonder.com,Finance,5087 Anhalt Place,Rennes,35000,France
741,Zoomzone,428-385-5628,contact@zoomzone.com,n/a,018 Ryan Terrace,Paris,75000,France
742,Jetwire,914-849-1738,contact@jetwire.com,Finance,3 Crownhardt Court,Rennes,35000,France
743,Fivebridge,338-982-2468,contact@fivebridge.com,n/a,5 Rowland Pass,Nantes,44000,France
744,Skinder,341-581-6213,contact@skinder.com,Consumer Services,9 Northport Drive,Paris,75000,France
745,Divape,378-146-8722,contact@divape.com,n/a,6 Clemons Drive,Lille,59000,France
746,Edgeclub,349-274-3467,contact@edgeclub.com,Consumer Services,9876 Haas Alley,Nantes,44000,France
747,Eayo,439-346-3927,contact@eayo.com,n/a,70 Nevada Terrace,Nantes,44000,France
748,Voolia,197-169-8186,contact@voolia.com,Finance,633 Cherokee Crossing,Rennes,35000,France
749,Browsedrive,600-821-0750,contact@browsedrive.com,Finance,348 1st Road,Lille,59000,France
750,Blogtags,268-355-7275,contact@blogtags.com,Consumer Services,20178 Rowland Crossing,Nantes,44000,France
751,Jayo,191-198-3105,contact@jayo.com,Public Utilities,50208 Glendale Parkway,Paris,75000,France
752,Skinix,736-354-0631,contact@skinix.com,Energy,739 Pine View Crossing,Paris,75000,France
753,Trudoo,666-957-9230,contact@trudoo.com,Consumer Services,8268 Texas Park,Paris,75000,France
754,Kwilith,554-307-4337,contact@kwilith.com,Technology,16 Waubesa Point,Paris,75000,France
755,Voonte,551-370-0193,contact@voonte.com,Finance,0 Autumn Leaf Place,Rennes,35000,France
756,Shuffledrive,433-411-3948,contact@shuffledrive.com,Basic Industries,20 Ronald Regan Way,Lille,59000,France
757,Brainlounge,583-102-8326,contact@brainlounge.com,Technology,13481 Bellgrove Lane,Nantes,44000,France
758,Edgepulse,807-872-6172,contact@edgepulse.com,Consumer Non-Durables,36 Westridge Circle,Paris,75000,France
759,Kamba,866-696-9984,contact@kamba.com,n/a,82 Kropf Pass,Paris,75000,France
760,Skinix,563-770-1791,contact@skinix.com,Energy,49526 Melrose Junction,Rennes,35000,France
761,Ooba,169-760-6232,contact@ooba.com,Finance,4666 Barnett Way,Lille,59000,France
762,Jetwire,441-871-4577,contact@jetwire.com,n/a,040 Rigney Crossing,Rennes,35000,France
763,Gigaclub,498-850-6568,contact@gigaclub.com,Health Care,48167 Toban Hill,Lille,59000,France
764,Brainsphere,253-447-7717,contact@brainsphere.com,Consumer Services,3597 Evergreen Parkway,Nantes,44000,France
765,Gabcube,717-429-1421,contact@gabcube.com,Capital Goods,8 Bay Street,Nantes,44000,France
766,Yodoo,733-155-2855,contact@yodoo.com,Transportation,7 Talisman Way,Nantes,44000,France
767,Roombo,306-924-0735,contact@roombo.com,n/a,753 Clarendon Hill,Lille,59000,France
768,Camimbo,448-615-3213,contact@camimbo.com,Health Care,06262 Maryland Hill,Paris,75000,France
769,Twitterwire,635-248-8169,contact@twitterwire.com,Health Care,05 Bultman Way,Nantes,44000,France
770,Mynte,942-205-8055,contact@mynte.com,Basic Industries,2713 Longview Trail,Lille,59000,France
771,Plambee,291-610-9168,contact@plambee.com,n/a,80669 Evergreen Pass,Lille,59000,France
772,Photobug,467-839-1809,contact@photobug.com,Transportation,7 Mallory Parkway,Lille,59000,France
773,Wordify,903-448-7274,contact@wordify.com,Finance,3092 Pond Circle,Rennes,35000,France
774,Janyx,478-950-7803,contact@janyx.com,n/a,65554 Orin Avenue,Nantes,44000,France
775,Livetube,863-926-0739,contact@livetube.com,Consumer Non-Durables,66130 Sullivan Street,Nantes,44000,France
776,Realbridge,128-325-5329,contact@realbridge.com,Transportation,93 Stoughton Crossing,Nantes,44000,France
777,Vimbo,520-248-9176,contact@vimbo.com,Health Care,5005 Vermont Avenue,Nantes,44000,France
778,Zoovu,765-543-9481,contact@zoovu.com,Finance,86920 Anhalt Circle,Paris,75000,France
779,Bluezoom,726-231-9279,contact@bluezoom.com,Energy,0893 Sommers Parkway,Lille,59000,France
780,Layo,427-707-7365,contact@layo.com,Technology,0 Twin Pines Circle,Nantes,44000,France
781,Kwilith,431-310-2324,contact@kwilith.com,Energy,0 Schurz Alley,Rennes,35000,France
782,Youspan,104-406-8090,contact@youspan.com,n/a,84019 Farragut Crossing,Lille,59000,France
783,Kwideo,305-823-8169,contact@kwideo.com,n/a,73 Moland Crossing,Paris,75000,France
784,Babblestorm,414-917-8243,contact@babblestorm.com,Health Care,464 Holmberg Plaza,Paris,75000,France
785,Gabcube,173-439-5399,contact@gabcube.com,Health Care,61 Lakewood Gardens Alley,Nantes,44000,France
786,Centizu,152-499-4361,contact@centizu.com,Health Care,5 Dovetail Park,Nantes,44000,France
787,Tagcat,813-848-1954,contact@tagcat.com,Consumer Services,90405 New Castle Court,Nantes,44000,France
788,Dablist,926-540-5339,contact@dablist.com,Energy,7 Manley Hill,Rennes,35000,France
789,Ntags,172-713-3268,contact@ntags.com,n/a,2658 Shopko Lane,Rennes,35000,France
790,Realblab,375-991-7152,contact@realblab.com,n/a,7914 Charing Cross Pass,Paris,75000,France
791,Thoughtblab,816-504-2511,contact@thoughtblab.com,n/a,485 Oakridge Center,Paris,75000,France
792,Photospace,890-547-3569,contact@photospace.com,n/a,6470 Lyons Avenue,Rennes,35000,France
793,Skiba,899-844-2258,contact@skiba.com,Capital Goods,982 High Crossing Circle,Lille,59000,France
794,Flashspan,971-511-8679,contact@flashspan.com,Consumer Non-Durables,80908 Sachs Pass,Nantes,44000,France
795,Fivechat,468-952-0318,contact@fivechat.com,Health Care,9 Sage Avenue,Rennes,35000,France
796,Linkbuzz,343-639-7792,contact@linkbuzz.com,n/a,263 Pankratz Alley,Rennes,35000,France
797,Livetube,420-618-9837,contact@livetube.com,n/a,46 Stuart Pass,Rennes,35000,France
798,Pixonyx,303-626-9588,contact@pixonyx.com,Public Utilities,5019 Hanover Avenue,Rennes,35000,France
799,Avavee,872-402-2004,contact@avavee.com,n/a,64932 Surrey Road,Rennes,35000,France
800,Flipstorm,321-464-9271,contact@flipstorm.com,Public Utilities,80238 Anzinger Hill,Nantes,44000,France
801,Ailane,776-613-2229,contact@ailane.com,Miscellaneous,6 Stoughton Center,Rennes,35000,France
802,Geba,926-821-4092,contact@geba.com,Finance,7 Gerald Alley,Nantes,44000,France
803,Centidel,915-143-3468,contact@centidel.com,Energy,7610 Dixon Street,Rennes,35000,France
804,Yozio,806-155-0128,contact@yozio.com,Energy,7990 Iowa Point,Rennes,35000,France
805,Tagopia,360-887-6162,contact@tagopia.com,n/a,8 Morningstar Trail,Lille,59000,France
806,Fadeo,967-871-1203,contact@fadeo.com,Consumer Durables,2 Susan Crossing,Lille,59000,France
807,Tazz,752-795-6829,contact@tazz.com,Capital Goods,1 Johnson Way,Nantes,44000,France
808,Jaxspan,932-461-5811,contact@jaxspan.com,Consumer Durables,04 Mandrake Trail,Nantes,44000,France
809,Thoughtbeat,745-777-0483,contact@thoughtbeat.com,Energy,279 Mccormick Trail,Paris,75000,France
810,Yata,683-662-4626,contact@yata.com,Finance,408 Buena Vista Hill,Rennes,35000,France
811,Aimbu,202-666-0197,contact@aimbu.com,Finance,7 Manufacturers Park,Rennes,35000,France
812,Pixope,834-391-7522,contact@pixope.com,Technology,00361 Butterfield Avenue,Rennes,35000,France
813,Quimba,800-933-7691,contact@quimba.com,Miscellaneous,71 Eagle Crest Road,Paris,75000,France
814,Rhynoodle,597-632-5867,contact@rhynoodle.com,Consumer Services,377 Farmco Plaza,Lille,59000,France
815,Fadeo,593-550-1761,contact@fadeo.com,Capital Goods,6 Cottonwood Court,Paris,75000,France
816,Gigashots,401-646-3885,contact@gigashots.com,Health Care,9 Warbler Avenue,Nantes,44000,France
817,Twinder,159-859-6710,contact@twinder.com,n/a,99 Clemons Point,Paris,75000,France
818,Flipstorm,393-387-0369,contact@flipstorm.com,Miscellaneous,02 Homewood Point,Rennes,35000,France
819,Skivee,649-558-1687,contact@skivee.com,n/a,6531 Corben Way,Nantes,44000,France
820,Abata,415-732-7578,contact@abata.com,Technology,8 Dahle Avenue,Rennes,35000,France
821,Rhycero,885-451-4525,contact@rhycero.com,Consumer Non-Durables,6671 Manley Park,Nantes,44000,France
822,Kwimbee,957-463-4554,contact@kwimbee.com,n/a,0 Maywood Plaza,Rennes,35000,France
823,Topiclounge,311-859-5428,contact@topiclounge.com,Finance,34022 Schmedeman Plaza,Lille,59000,France
824,Vinder,448-565-4548,contact@vinder.com,n/a,954 Kensington Center,Nantes,44000,France
825,Pixope,732-641-8663,contact@pixope.com,n/a,2913 Leroy Alley,Lille,59000,France
826,Twitterwire,921-876-0812,contact@twitterwire.com,Consumer Services,1362 Lunder Pass,Paris,75000,France
827,Vipe,826-399-6063,contact@vipe.com,Technology,71550 Barnett Lane,Paris,75000,France
828,Pixonyx,201-697-8004,contact@pixonyx.com,Technology,325 Dottie Crossing,Paris,75000,France
829,Kwimbee,462-994-0458,contact@kwimbee.com,Capital Goods,6997 Coleman Road,Nantes,44000,France
830,Jaloo,846-712-1362,contact@jaloo.com,n/a,9 Bay Terrace,Paris,75000,France
831,Photospace,815-262-5029,contact@photospace.com,n/a,07 Fairfield Avenue,Paris,75000,France
832,Wikizz,994-444-2038,contact@wikizz.com,n/a,34 Hoepker Avenue,Paris,75000,France
833,Browsedrive,687-198-2010,contact@browsedrive.com,Capital Goods,2 Schiller Pass,Lille,59000,France
834,Thoughtworks,723-893-0716,contact@thoughtworks.com,Technology,093 Meadow Valley Alley,Lille,59000,France
835,Roombo,609-296-3491,contact@roombo.com,Consumer Services,2373 Fairview Park,Paris,75000,France
836,Mynte,389-555-2549,contact@mynte.com,Consumer Services,944 Bellgrove Drive,Nantes,44000,France
837,Voolia,847-643-9828,contact@voolia.com,Public Utilities,8 Charing Cross Road,Nantes,44000,France
